"age","gender","height","weight","weekly_km","country","shoe_brand","marathons_xp","personal_best","injured_prev_mth","injured_prev_qtr","injured_prev_hy"
24,"Female",160,63,41,"Kenya","Saucony",0,NA,0,1,1
30,"Male",171,69,26,"Australia","Adidas",0,NA,0,0,0
19,"Female",167,67,41,"Australia","Nike",1,266,0,0,0
28,"Male",181,78,22,"Germany","Asics",1,256,0,0,0
28,"Male",152,58,39,"Australia","Saucony",3,315,0,1,1
39,"Male",179,76,98,"Australia","Asics",5,290,0,0,0
33,"Male",170,74,24,"Australia","Nike",2,354,0,0,0
29,"Female",169,77,35,"Australia","Brooks",3,254,0,0,0
22,"Female",156,56,28,"UK","Brooks",0,NA,0,0,1
27,"Female",169,75,25,"Australia","Brooks",2,266,0,1,1
30,"Female",161,61,37,"Australia",NA,4,267,0,0,0
27,"Female",148,56,55,"Australia","Asics",1,341,0,0,0
37,"Female",170,71,51,"Japan","Adidas",2,334,0,0,1
36,"Male",160,70,23,"Japan","Adidas",3,292,0,0,0
30,"Female",171,73,61,"Australia","Nike",1,276,0,0,0
32,"Male",166,66,40,"Australia","Nike",1,316,0,0,0
30,"Female",169,75,26,"Australia","Adidas",2,277,0,0,0
36,"Female",167,69,21,"Australia","Nike",6,391,0,0,0
20,"Male",161,65,33,"Australia","Saucony",4,228,0,0,1
22,"Male",181,76,69,"Australia","Nike",1,309,0,0,1
21,"Female",154,59,76,"Australia","Saucony",3,233,0,0,0
29,"Female",159,63,53,"Japan","Brooks",0,NA,0,0,0
28,"Female",179,81,28,"Australia","Saucony",4,286,0,1,1
26,"Male",170,73,40,"Australia","Saucony",1,295,0,0,0
41,"Female",162,60,43,"Australia","Adidas",2,332,0,0,0
29,"Female",156,66,19,"USA","Adidas",1,287,0,0,0
22,"Male",182,76,30,"Australia","Adidas",2,309,0,0,1
23,"Male",168,70,46,"Australia","Brooks",4,257,0,0,0
26,"Male",151,59,32,"Australia","Nike",1,277,0,0,0
26,"Male",165,70,8,"Australia","Saucony",0,NA,0,0,1
22,"Male",173,76,37,"Australia","Adidas",4,255,0,0,0
19,"Male",162,60,17,"Australia","Nike",4,203,0,0,0
31,"Female",168,66,54,"Australia","Asics",0,NA,0,0,0
39,"Female",171,74,69,"Australia","Saucony",4,423,0,0,0
24,"Male",155,65,37,"Australia","Adidas",1,206,0,0,0
39,"Male",159,66,23,"Australia","Asics",5,242,0,0,0
32,"Female",178,78,47,NA,"Brooks",3,303,0,0,0
37,"Female",165,75,64,"Australia","Nike",3,289,0,0,0
22,"Male",180,83,21,"Australia","Brooks",0,NA,0,0,0
32,"Male",177,71,51,"Australia","Saucony",4,271,0,0,0
31,"Female",173,79,20,"Australia","Nike",4,344,0,0,0
33,"Female",163,73,38,"Australia","Adidas",4,304,0,1,1
30,"Female",163,66,24,"Australia","Brooks",0,NA,0,1,1
22,"Male",192,91,24,"Australia","Asics",4,246,1,1,1
40,"Female",186,89,33,"Australia","Brooks",7,274,0,1,1
21,"Female",177,78,43,"Japan","Nike",0,NA,0,0,0
37,"Female",147,65,56,"Australia","Adidas",5,252,0,0,0
22,"Female",196,85,27,"Australia","Adidas",1,335,0,0,1
30,"Female",183,81,15,"UK","Brooks",1,322,0,0,0
20,"Female",160,67,46,"Germany","Brooks",1,295,1,1,1
28,"Female",158,66,49,"Australia","Asics",2,262,0,0,0
33,"Male",167,68,23,"Australia","Saucony",4,348,0,0,1
25,"Female",171,76,21,"Australia","Asics",0,NA,0,0,0
19,"Female",165,62,52,"Australia","Brooks",0,NA,0,0,0
33,"Female",155,63,42,"Australia",NA,4,315,0,0,0
21,"Female",161,69,41,"Kenya","Brooks",1,293,0,0,0
19,"Male",159,65,23,"Australia","Adidas",2,226,0,0,0
24,"Male",174,67,45,"Australia","Nike",5,265,0,0,0
28,"Female",147,56,21,"Australia","Brooks",0,NA,0,0,0
25,"Female",152,65,37,"Australia","Saucony",2,334,0,0,0
23,"Female",173,73,56,"Australia","Nike",5,297,0,0,1
37,"Male",176,79,70,"Australia","Saucony",2,345,0,0,0
42,"Male",158,69,56,"Australia","Nike",5,311,0,0,1
21,"Male",162,70,47,"Aus","Brooks",0,NA,0,0,0
22,"Female",188,87,101,"Australia","Saucony",1,229,0,1,1
32,"Male",189,89,34,"Australia","Asics",1,357,0,0,0
26,"Female",163,67,32,"Australia","Saucony",3,218,0,0,0
24,"Female",166,68,29,"Australia","Nike",1,279,0,0,0
30,"Female",163,64,31,"Australia","Nike",1,323,0,0,0
25,"Male",168,78,29,"Australia","Brooks",0,NA,0,0,0
20,"Male",170,65,34,"Australia","Saucony",2,217,0,0,0
30,"Female",174,71,15,"Australia","Nike",0,NA,0,0,0
23,"Male",152,60,76,"Australia","Asics",2,309,0,0,0
35,"Male",154,63,40,"Australia","Saucony",2,316,0,0,0
29,"Female",160,66,23,"Germany","Asics",3,272,0,0,0
32,"Female",158,64,47,"Australia","Nike",3,348,0,0,1
30,"Female",135,49,44,"Australia","Saucony",2,346,0,0,0
35,"Male",157,64,47,"Australia","Saucony",4,266,0,0,0
27,"Male",168,67,59,"Australia","Brooks",0,NA,0,0,0
20,"Female",162,71,65,"UK","Nike",2,274,0,0,0
23,"Female",164,65,35,"Aus","Saucony",2,228,0,0,0
29,"Male",159,65,13,"Australia","Adidas",2,268,0,0,0
25,"Female",172,68,27,"Australia","Adidas",4,269,0,0,0
31,"Female",186,80,26,"Australia","Brooks",3,361,1,1,1
46,"Female",186,78,21,"Australia","Asics",6,362,0,0,0
40,"Female",166,72,26,"Australia","Adidas",3,317,0,0,0
25,"Male",153,63,35,"Australia","Nike",1,291,0,0,0
25,"Male",173,74,50,"Australia","Brooks",1,287,0,0,0
25,"Male",178,74,62,"Australia","Saucony",5,290,0,0,0
29,"Male",157,62,28,"Australia","Nike",0,NA,0,0,1
28,"Female",182,75,22,"Australia","Saucony",3,283,0,0,0
23,"Female",182,75,48,"Australia","Brooks",2,256,0,0,1
20,"Female",169,71,19,"Australia","Adidas",2,273,0,0,0
38,"Male",156,62,20,"Germany","Adidas",2,337,0,0,0
22,"Male",168,74,45,"Germany","Asics",0,NA,1,1,1
35,"Female",162,68,33,"USA","Adidas",4,287,0,0,0
42,"Male",160,63,37,"Germany","Asics",5,291,0,0,0
27,"Male",175,73,33,"Australia","Saucony",1,264,0,1,1
22,"Male",176,75,55,"Australia","Adidas",1,295,0,0,0
36,"Male",137,50,56,"Japan","Asics",2,331,0,0,0
20,"Female",167,71,39,"Kenya","Nike",4,294,0,0,0
31,"Female",170,73,46,"Australia","Nike",2,324,0,0,0
32,"Female",173,79,36,"Australia","Brooks",1,354,0,0,0
24,"Female",162,67,4,"Kenya","Saucony",2,272,0,0,0
34,"Male",180,79,38,"Australia","Adidas",1,372,0,0,0
34,"Male",172,76,32,"Australia","Adidas",1,275,0,0,0
31,"Male",156,65,86,"Australia","Asics",0,NA,0,1,1
22,"Female",153,62,7,"Germany","Asics",3,279,0,0,0
29,"Female",167,73,44,"Germany","Brooks",1,308,1,1,1
19,"Male",158,66,40,"Australia","Brooks",2,234,0,0,0
27,"Female",167,66,24,"Australia","Adidas",1,247,0,0,0
32,"Female",182,82,47,"USA","Nike",1,290,1,1,1
26,"Female",165,62,44,"Australia","Saucony",3,230,0,0,1
25,"Female",157,62,39,"Australia","Adidas",3,288,0,0,0
35,"Female",172,68,93,"Australia","Brooks",0,NA,0,1,1
38,"Male",176,77,60,"Australia","Asics",6,375,0,0,1
33,"Female",157,65,94,"Australia","Brooks",2,313,0,1,1
25,"Female",135,48,52,"Aus","Saucony",2,277,0,0,0
26,"Female",163,69,57,"Australia","Adidas",1,298,0,0,0
32,"Female",153,55,18,"USA","Asics",1,277,0,0,0
30,"Male",159,63,19,"Australia","Nike",1,325,0,1,1
38,"Female",176,67,-70,"Australia","Brooks",2,420,0,0,0
30,"Male",178,77,26,"Australia","Nike",0,NA,0,1,1
29,"Female",176,75,28,"Australia","Saucony",1,261,0,0,0
25,"Female",160,64,54,"USA","Asics",4,255,0,1,1
33,"Female",148,55,25,"Australia","Nike",3,315,0,1,1
20,"Female",183,81,31,"Australia","Adidas",0,NA,0,0,0
41,"Female",195,89,27,"Australia","Brooks",4,292,0,0,0
21,"Female",156,65,51,"UK","Brooks",2,191,0,0,0
38,"Male",165,75,31,"Japan","Saucony",5,318,0,0,0
27,"Female",158,64,27,"Australia","Saucony",1,269,0,0,0
28,"Female",168,72,21,"Australia","Saucony",1,276,1,1,1
21,"Male",157,57,59,"Australia","Saucony",4,289,0,0,0
39,"Male",166,66,53,"Australia","Nike",2,357,0,0,0
43,"Male",166,70,16,"Australia","Brooks",1,326,0,0,1
38,"Female",151,59,54,"Australia","Nike",2,343,0,0,1
28,"Male",172,75,22,"Australia","Nike",1,291,0,0,0
27,"Female",151,58,14,"Australia","Saucony",3,299,0,1,1
26,"Male",163,61,26,"Australia","Nike",0,NA,0,0,0
31,"Male",168,71,30,"Aus","Brooks",1,308,0,0,1
31,"Female",173,76,15,"Australia","Asics",2,308,0,0,0
44,"Female",171,72,37,"Australia","Asics",2,328,0,0,0
31,"Female",166,63,20,"Australia","Asics",3,240,0,0,0
23,"Female",169,62,38,"USA","Saucony",2,278,0,1,1
30,"Female",174,75,20,"Australia","Brooks",2,362,0,0,0
28,"Female",166,70,60,"Australia","Asics",0,NA,0,0,0
29,"Male",193,87,27,"Australia","Adidas",0,NA,0,0,0
33,"Male",183,86,39,"Australia","Nike",1,260,0,0,0
27,"Female",161,65,72,"Australia","Nike",4,261,0,0,0
19,"Male",156,60,59,"Australia","Asics",3,225,1,1,1
36,"Male",179,74,49,"Kenya","Brooks",1,337,0,1,1
33,"Male",182,85,45,"Australia","Brooks",0,NA,0,0,0
45,"Male",171,75,35,"Japan","Adidas",2,325,0,0,1
37,"Male",170,68,68,"Australia","Saucony",2,313,0,0,0
29,"Female",177,75,44,"Aus","Brooks",1,317,0,0,0
48,"Male",170,72,58,"Australia","Asics",3,334,0,0,0
22,"Male",195,79,54,"Australia","Saucony",0,NA,0,0,0
19,"Male",150,62,26,"Australia","Saucony",1,222,0,0,0
26,"Male",158,70,48,"Australia","Nike",2,302,0,1,1
27,"Male",159,68,39,"Australia","Adidas",5,299,0,0,0
29,"Female",153,64,37,"Australia","Adidas",2,288,0,0,0
30,"Female",170,81,70,"Australia","Brooks",2,279,0,0,1
27,"Male",175,71,43,"Australia","Nike",2,291,0,1,1
31,"Male",179,72,23,"Australia","Brooks",1,280,0,0,0
40,"Male",151,55,20,"USA","Asics",3,318,0,0,0
29,"Female",152,59,13,"USA","Saucony",2,259,0,0,0
33,"Female",171,71,21,"Australia","Saucony",2,304,0,0,0
24,"Male",161,66,39,"Australia","Brooks",1,289,0,1,1
34,"Male",175,76,33,"Germany","Saucony",1,245,0,0,0
28,"Male",144,49,42,"Australia","Brooks",1,310,0,0,0
37,"Female",164,71,54,"Australia","Adidas",4,261,0,0,0
31,"Female",156,59,24,"Australia","Nike",6,285,0,0,0
40,"Female",189,90,47,"Aus","Nike",4,304,0,0,0
33,"Male",179,80,20,"Australia","Saucony",3,359,0,0,0
27,"Male",184,80,45,"Germany","Asics",5,271,0,0,0
19,"Female",159,57,23,"Australia","Brooks",3,161,0,0,0
23,"Male",169,72,27,"Kenya","Nike",0,NA,0,0,1
39,"Male",182,74,28,"USA","Brooks",2,299,0,1,1
24,"Female",162,68,37,"Australia","Asics",1,290,0,0,0
40,"Female",148,56,14,"Australia","Nike",4,352,0,0,0
26,"Male",196,93,96,"Australia",NA,3,285,0,0,0
19,"Male",173,74,31,"Australia","Adidas",1,234,0,1,1
26,"Male",163,66,30,"Australia","Saucony",1,286,0,1,1
20,"Male",169,75,23,"Australia","Nike",2,175,0,0,0
25,"Female",159,66,10,"Australia","Saucony",3,218,0,0,0
36,"Male",167,71,40,"Australia","Adidas",5,329,0,0,0
29,"Male",163,72,51,"Australia","Brooks",1,314,0,0,0
29,"Female",162,67,17,"Australia","Adidas",1,254,0,0,1
28,"Female",158,70,21,"Australia","Asics",1,293,0,0,0
33,"Female",179,83,55,"Australia","Asics",2,315,0,0,0
21,"Female",170,75,26,"Australia","Adidas",2,323,0,0,0
24,"Male",178,78,55,"Australia","Brooks",3,264,0,0,0
22,"Male",165,72,29,"Australia","Brooks",2,223,0,0,0
33,"Male",143,46,47,"Australia","Brooks",4,308,0,0,0
32,"Female",180,87,53,"Australia",NA,2,304,0,0,0
31,"Female",192,87,39,"Japan","Adidas",1,267,0,0,0
32,"Female",171,74,31,"Australia","Brooks",4,305,0,0,0
23,"Female",169,66,51,"Australia","Adidas",0,NA,0,0,0
18,"Female",191,83,53,"Australia","Nike",2,295,0,1,1
30,"Female",155,65,41,"Japan","Adidas",2,227,0,0,1
26,"Female",169,68,38,"USA","Nike",3,264,0,1,1
26,"Male",182,82,21,"Australia","Nike",4,349,0,0,0
28,"Male",182,76,48,"Australia","Nike",3,364,0,0,0
38,"Male",160,63,29,"Australia","Asics",4,274,0,0,0
23,"Female",156,61,42,"Australia","Adidas",1,315,0,1,1
31,"Female",170,73,38,"Australia","Nike",1,303,0,0,1
33,"Female",152,60,63,"Australia","Saucony",3,262,1,1,1
39,"Male",172,71,32,"Australia","Brooks",2,375,0,0,0
26,"Male",157,66,56,"Australia","Asics",1,305,0,0,0
19,"Male",154,56,27,"Kenya","Adidas",0,NA,0,0,0
28,"Female",167,74,47,"Australia","Nike",5,286,0,0,0
20,"Female",162,66,16,"Australia","Brooks",2,335,0,0,1
20,"Female",186,85,24,"Australia","Saucony",5,303,0,1,1
21,"Male",172,69,34,"Australia","Adidas",3,342,0,0,1
21,"Male",149,56,49,"Australia","Adidas",1,284,0,0,1
34,"Male",157,66,65,"UK","Brooks",0,NA,0,1,1
34,"Female",143,55,67,"Australia","Asics",2,335,0,0,0
31,"Male",167,64,28,"Australia","Asics",0,NA,0,0,0
29,"Female",166,76,56,"Australia","Saucony",0,NA,1,1,1
21,"Female",165,63,48,"Australia","Adidas",2,302,0,0,0
33,"Male",157,64,73,"Australia","Saucony",2,316,0,0,0
33,"Female",176,81,21,"Australia","Adidas",1,248,0,0,0
32,"Male",166,62,38,"Australia","Adidas",2,314,0,0,0
26,"Female",165,66,32,"Australia","Adidas",3,292,1,1,1
25,"Female",153,54,34,"Australia","Nike",2,272,0,0,0
33,"Male",169,68,24,"Australia","Saucony",1,287,0,0,0
34,"Female",166,68,67,"Australia","Saucony",2,268,0,0,0
25,"Female",161,65,64,"Australia","Saucony",3,238,0,1,1
34,"Female",172,80,47,"Australia","Brooks",2,288,0,0,0
32,"Female",182,82,65,"Australia","Adidas",0,NA,0,0,1
24,"Male",151,60,35,"Australia","Brooks",1,262,0,0,0
24,"Female",182,92,28,"Australia","Adidas",5,257,0,1,1
21,"Male",191,90,38,"Australia","Adidas",2,227,0,0,0
28,"Male",178,82,32,"Australia","Brooks",1,260,0,0,1
37,"Male",193,87,30,"Japan","Adidas",6,313,0,0,0
30,"Female",165,70,57,"Kenya","Brooks",2,329,0,0,0
19,"Male",176,77,57,"Aus","Adidas",1,212,0,0,0
36,"Female",144,55,84,"Australia","Adidas",3,331,1,1,1
24,"Female",181,81,37,"Australia","Brooks",3,281,0,0,0
19,"Female",146,54,101,"Germany","Adidas",3,204,1,1,1
19,"Female",176,78,62,"Australia","Asics",4,271,0,1,1
47,"Female",179,77,90,"Germany","Nike",5,419,0,0,0
35,"Male",160,65,69,NA,"Brooks",2,346,0,0,0
19,"Male",162,65,68,"Australia","Brooks",2,289,0,0,0
22,"Male",176,75,50,"Australia","Asics",2,253,0,0,0
32,"Female",168,77,28,"USA","Saucony",1,330,0,0,0
32,"Female",191,89,40,"Kenya","Saucony",0,NA,0,1,1
40,"Female",153,67,24,"UK","Adidas",3,292,0,0,1
33,"Female",193,87,18,"Australia","Nike",1,312,0,0,0
30,"Female",176,79,35,"Australia","Asics",3,324,0,0,0
42,"Male",164,66,41,"Australia","Saucony",5,273,0,0,0
35,"Male",161,71,22,"UK","Saucony",2,316,0,0,0
19,"Female",186,83,104,"Australia","Saucony",1,256,0,0,0
37,"Male",164,71,32,"Japan","Adidas",5,319,0,0,0
23,"Male",166,74,24,"Australia","Asics",0,NA,0,1,1
20,"Male",161,67,27,"Australia","Brooks",1,266,0,0,0
38,"Female",164,66,30,"Australia","Adidas",1,359,0,0,0
32,"Male",163,69,39,"Australia","Asics",3,274,0,0,1
19,"Male",167,75,67,"Australia","Nike",0,NA,0,0,0
33,"Male",168,75,52,"Australia","Asics",5,279,0,0,1
27,"Male",176,74,40,"Germany","Adidas",1,328,0,0,0
25,"Female",154,57,38,"Australia","Adidas",1,275,0,0,0
35,"Male",154,55,26,"Australia","Saucony",2,302,0,0,1
30,"Female",155,61,15,"Australia","Adidas",2,296,0,0,0
31,"Male",172,70,59,"Australia","Nike",5,338,0,0,1
30,"Male",169,72,21,"Australia","Asics",2,314,0,1,1
39,"Female",166,61,38,"Australia","Brooks",1,289,0,0,1
29,"Male",171,78,23,"Australia","Adidas",3,345,0,0,0
46,"Female",164,70,64,"Australia","Nike",5,413,0,0,0
37,"Female",175,74,53,"Australia","Saucony",3,291,0,0,0
34,"Female",161,60,31,"Australia","Saucony",1,294,0,0,0
35,"Female",178,67,42,"Australia","Adidas",2,307,0,0,0
29,"Female",158,62,33,"UK","Nike",6,262,0,0,0
27,"Female",176,83,46,"Australia","Nike",2,259,0,0,0
28,"Male",181,87,26,"Australia","Adidas",3,341,0,0,0
42,"Female",160,57,34,"Australia","Nike",3,314,0,1,1
31,"Male",171,80,36,"Australia","Brooks",1,296,0,0,0
23,"Male",166,66,22,"Kenya","Saucony",2,291,0,0,0
20,"Female",151,60,56,"UK","Adidas",0,NA,0,1,1
22,"Male",167,74,63,"Australia","Asics",2,271,0,0,1
28,"Female",161,71,45,"Australia","Adidas",3,219,0,0,0
23,"Male",152,66,20,"Australia","Saucony",1,230,0,1,1
34,"Female",184,82,57,"Australia","Saucony",5,259,0,0,0
20,"Female",177,73,34,"Australia","Saucony",1,258,0,1,1
30,"Female",164,65,58,"UK","Brooks",4,359,0,0,0
30,"Female",160,62,13,"Germany","Nike",2,285,0,0,0
20,"Female",171,64,29,"Australia","Brooks",0,NA,0,0,0
20,"Female",171,70,44,"Australia","Saucony",1,250,0,0,0
20,"Female",184,86,50,"Australia","Brooks",2,235,0,0,0
41,"Male",158,62,42,"Australia","Asics",5,223,0,0,0
24,"Female",162,60,34,"Japan","Nike",0,NA,0,0,0
30,"Female",169,70,55,"Australia","Asics",3,326,0,0,0
37,"Male",168,73,28,"Australia","Nike",7,300,0,0,0
38,"Female",171,72,68,"Australia","Nike",2,242,0,0,0
37,"Female",206,92,23,"Germany","Brooks",3,342,0,0,1
31,"Male",168,71,80,"Australia","Brooks",3,329,0,0,1
28,"Female",151,61,29,"USA","Brooks",2,254,0,0,0
25,"Male",151,59,80,"Australia","Adidas",1,277,0,0,0
29,"Male",180,69,31,"Australia","Brooks",3,300,0,0,0
31,"Female",155,61,19,"Australia","Asics",1,306,0,0,0
25,"Female",156,66,31,"USA","Nike",1,359,0,0,1
33,"Female",161,65,55,"Australia","Adidas",1,233,0,0,0
27,"Male",160,67,28,"Australia","Brooks",3,233,0,0,1
36,"Female",180,82,18,"Australia","Brooks",2,308,0,0,0
24,"Male",158,72,23,"Australia","Adidas",2,239,1,1,1
34,"Male",167,67,8,"Australia","Asics",2,309,0,0,0
32,"Female",164,67,33,"Australia","Nike",2,281,0,0,0
26,"Male",145,51,6,"Australia","Saucony",2,271,0,0,0
34,"Male",179,79,14,"Australia","Asics",2,337,0,0,0
27,"Male",167,64,29,"Australia","Saucony",4,269,0,0,0
18,"Female",166,64,21,"Australia","Saucony",1,174,0,0,0
23,"Female",143,49,7,"Australia","Saucony",5,288,0,0,0
21,"Female",161,72,46,"Australia","Brooks",1,291,0,0,0
30,"Male",182,80,106,"Australia","Nike",1,287,0,0,0
26,"Female",194,81,63,"Australia","Brooks",0,NA,1,1,1
36,"Male",171,73,36,"Japan","Asics",4,263,0,0,0
35,"Female",174,76,38,"Australia","Asics",2,238,0,0,0
30,"Male",172,74,128,"Australia","Nike",5,301,0,0,0
22,"Female",164,68,61,"Australia","Adidas",3,266,0,0,0
31,"Female",171,69,26,"Australia","Brooks",0,NA,0,0,0
21,"Female",178,77,46,"Australia","Adidas",4,245,0,0,0
18,"Male",169,73,31,"Australia","Asics",2,223,0,0,0
22,"Female",179,76,56,"Australia","Adidas",2,263,0,0,1
44,"Male",165,70,37,"Australia","Nike",4,316,0,1,1
37,"Male",178,77,40,"Australia","Adidas",3,325,0,0,0
29,"Female",165,70,35,"Australia","Saucony",2,325,0,0,1
26,"Female",174,74,15,"Australia","Asics",2,NA,0,0,1
30,"Female",167,72,40,"Australia","Asics",2,283,0,0,0
30,"Female",170,74,39,"Australia","Nike",3,335,0,0,0
35,"Female",152,57,28,"Australia","Adidas",2,373,0,0,0
28,"Female",165,67,23,"Australia","Asics",1,244,0,0,0
31,"Male",171,70,16,"Australia","Nike",2,311,0,1,1
33,"Male",176,74,24,"USA","Brooks",2,319,0,0,0
35,"Female",163,66,48,"USA","Nike",2,354,0,0,0
42,"Male",150,58,37,"Australia","Saucony",3,343,0,0,0
27,"Female",168,69,71,"Australia","Saucony",3,297,0,0,0
27,"Female",172,72,47,"Australia","Asics",4,239,0,0,1
37,"Female",169,67,44,"Kenya","Brooks",1,296,0,0,0
29,"Male",160,67,24,"Kenya","Brooks",1,291,0,0,0
20,"Female",166,75,57,"UK","Adidas",1,229,0,0,0
18,"Male",168,73,33,"Australia","Adidas",2,274,0,0,0
26,"Female",152,59,48,"USA","Saucony",1,229,0,0,0
32,"Female",150,62,14,"Australia","Saucony",1,279,0,0,0
27,"Female",147,55,35,"UK","Brooks",3,247,0,1,1
30,"Male",151,57,49,"Australia","Asics",3,289,0,0,0
24,"Female",149,57,50,"Australia","Saucony",2,257,0,0,0
20,"Female",151,64,48,"Australia","Adidas",3,230,0,0,0
31,"Female",167,72,39,"Australia","Saucony",2,324,0,0,0
26,"Male",173,81,44,"Australia","Nike",3,308,0,0,1
19,"Female",182,81,29,"Aus","Asics",1,182,0,0,0
27,"Female",175,77,29,"Australia","Asics",4,251,0,0,0
23,"Male",173,77,22,"Australia","Adidas",1,230,0,0,0
31,"Female",167,64,58,"Australia","Asics",1,329,0,0,0
35,"Male",157,58,29,"Australia","Asics",0,NA,0,0,0
31,"Male",159,62,41,"UK","Saucony",2,266,0,0,0
28,"Male",175,82,39,"Australia","Saucony",1,335,0,0,0
19,"Female",161,65,45,"Australia","Asics",3,205,0,0,0
30,"Female",164,68,40,"Australia","Brooks",2,297,0,0,0
25,"Male",159,69,32,"Australia","Nike",5,266,0,0,0
30,"Male",153,59,42,"Australia","Nike",2,278,0,0,1
21,"Male",197,90,13,"Japan","Asics",2,228,0,0,0
23,"Male",163,67,62,"Australia","Brooks",1,277,0,0,0
40,"Female",159,66,69,"Japan","Brooks",3,286,1,1,1
34,"Female",159,61,42,"Australia","Brooks",1,240,0,1,1
28,"Female",179,74,26,"Australia","Nike",4,293,0,1,1
42,"Female",169,74,100,"Australia","Asics",2,303,0,0,0
36,"Male",159,58,20,"UK","Adidas",4,289,0,1,1
26,"Female",169,73,28,"Australia","Asics",2,339,0,1,1
32,"Female",151,53,21,"USA","Saucony",2,315,0,0,0
39,"Male",165,67,59,"Australia","Asics",5,312,0,0,0
31,"Male",175,74,64,"Japan","Saucony",0,NA,0,0,1
24,"Male",187,80,25,"Australia","Asics",3,263,0,0,0
22,"Male",170,74,69,"Australia","Nike",1,256,0,0,0
30,"Female",199,91,32,"Australia","Asics",0,NA,0,1,1
29,"Female",143,50,52,"Aus","Nike",1,360,0,0,0
34,"Female",159,54,29,"Australia","Adidas",2,301,0,0,1
34,"Male",161,68,34,"USA","Asics",2,277,0,0,0
34,"Female",170,66,52,"Australia","Nike",0,NA,0,0,0
20,"Male",180,83,32,"Australia","Saucony",3,287,0,0,0
23,"Female",176,73,106,"Australia","Saucony",2,279,1,1,1
31,"Female",165,65,47,"UK","Saucony",0,NA,0,0,0
44,"Male",164,67,49,"Australia","Nike",4,347,0,0,0
26,"Male",178,999,60,"Australia","Saucony",2,246,0,0,0
23,"Female",182,80,36,"Australia","Nike",3,258,0,0,0
32,"Male",153,61,18,"Australia","Brooks",1,299,0,0,0
23,"Male",163,67,82,"Japan","Adidas",0,NA,0,1,1
24,"Female",179,81,22,"Australia","Nike",5,NA,0,1,1
20,"Female",149,54,34,"Australia","Nike",3,294,0,1,1
25,"Female",181,87,28,"Australia","Saucony",1,281,0,1,1
32,"Male",188,82,60,"Australia","Asics",0,NA,0,0,0
44,"Female",189,96,35,"Aus","Asics",1,298,0,0,0
42,"Male",165,65,55,"Australia","Asics",4,323,0,0,0
41,"Female",180,74,14,"Australia","Saucony",3,275,0,0,0
28,"Female",165,69,33,"Kenya","Saucony",3,308,0,0,0
33,"Female",164,69,18,"Australia","Saucony",2,321,0,1,1
26,"Female",178,78,19,"Australia","Asics",1,282,0,0,0
28,"Female",174,68,69,"Australia","Asics",6,322,0,0,1
23,"Male",174,72,31,"Australia","Nike",1,272,0,0,0
32,"Female",160,66,45,"Australia","Asics",1,285,0,0,0
23,"Male",183,83,28,"Australia","Asics",5,241,0,0,0
19,"Female",162,71,22,"Australia","Asics",1,318,0,0,0
27,"Female",174,73,57,"Australia","Nike",2,247,0,0,0
31,"Female",175,80,11,"Kenya","Saucony",1,254,0,0,0
40,"Female",171,68,78,"Kenya","Asics",6,312,0,0,0
27,"Male",182,80,65,"Australia","Asics",4,295,0,1,1
26,"Male",176,72,21,"Australia","Nike",2,298,0,0,1
23,"Male",183,85,35,"Australia","Asics",2,205,1,1,1
34,"Male",178,75,23,"Australia","Nike",3,285,0,0,0
40,"Male",151,63,46,"Australia","Adidas",4,252,0,0,0
43,"Male",145,53,66,"Australia","Adidas",3,337,0,0,0
20,"Female",162,66,14,"Australia","Saucony",2,305,1,1,1
27,"Male",163,62,49,"Australia","Adidas",0,NA,0,0,0
34,"Female",162,67,21,"Australia","Nike",1,241,0,0,0
28,"Male",162,67,25,"Australia","Nike",2,268,0,0,0
29,"Male",166,70,13,"Australia","Nike",1,315,0,0,0
27,"Male",189,97,19,"Australia","Asics",2,310,0,0,0
23,"Female",153,62,59,"Germany","Nike",2,246,0,0,1
28,"Male",179,80,84,"Australia","Brooks",2,226,0,0,0
32,"Male",161,69,44,"Australia","Adidas",2,292,0,0,0
22,"Male",149,62,58,"Australia","Nike",1,287,0,0,0
19,"Female",167,65,61,"Australia","Adidas",4,271,1,1,1
21,"Male",166,65,70,"Australia","Brooks",2,310,0,0,0
31,"Female",188,91,58,"Australia","Saucony",4,321,0,0,0
21,"Male",176,79,37,"Australia","Brooks",3,219,1,1,1
35,"Female",188,82,34,"Australia","Saucony",2,272,0,0,0
38,"Male",161,60,86,"Australia","Adidas",3,280,0,0,0
27,"Male",176,75,39,"Australia","Adidas",1,290,0,0,1
30,"Female",152,60,83,"Australia","Nike",7,267,0,0,0
28,"Female",182,78,51,"Australia","Saucony",2,333,0,0,1
26,"Female",155,69,74,"Australia","Nike",2,323,0,0,0
32,"Male",161,60,12,"Australia","Brooks",1,303,0,0,0
21,"Female",176,82,29,"Australia","Saucony",2,253,0,0,0
29,"Female",140,54,31,"Australia","Asics",2,252,0,0,1
25,"Male",171,78,33,"Australia","Saucony",1,315,0,0,0
33,"Female",173,70,28,"Germany","Saucony",4,309,0,0,1
25,"Female",164,66,49,"Australia","Adidas",3,325,0,0,0
26,"Female",164,69,33,"Australia","Brooks",2,330,0,0,0
27,"Female",176,72,51,"Australia","Asics",2,248,0,1,1
23,"Male",173,72,44,"Australia","Adidas",2,267,0,0,0
